ts,consumption
2021-11-08 00:00:00+00:00,163.993636
2021-11-08 00:05:00+00:00,149.6059487
2021-11-08 00:10:00+00:00,98.48826158
2021-11-08 00:15:00+00:00,98.28458866
2021-11-08 00:20:00+00:00,98.54852676
2021-11-08 00:25:00+00:00,97.82320537
2021-11-08 00:30:00+00:00,97.11999261
2021-11-08 00:35:00+00:00,163.2154423
2021-11-08 00:40:00+00:00,187.636886
2021-11-08 00:45:00+00:00,184.3013001
2021-11-08 00:50:00+00:00,182.6799941
